error_type,specific_dialogue_content,prediction,is_fraud,interaction_strategy,call_type,fraud_type
误报(FP),"left: 您好，这里是XX银行客户服务中心，我们检测到您的账户存在异常交易，需要立即核实您的身份信息，请问您方便接听电话吗？
right: 你好，我确实收到了一些短信，说我的账户有问题。你们是怎么知道的？
left: 是的，我们的系统检测到您的账户在过去24小时内有可疑的国际交易记录。为了保障您的资金安全，我们需要立即确认您的身份。请问您最近有在国外进行过消费吗？",1,,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 喂，您好，我是您的儿子小明的朋友，小明现在出事了，他被一帮人扣住了，我好不容易才找到电话，您必须赶紧汇5000块钱到这个账户，不然他们要对小明动手了！
right: 喂，您好！小明怎么了？他现在在哪里？我得先确认一下情况。您是小明的朋友，那您能告诉我小明现在具体在哪里吗？我需要先确认一下情况。",1,,Personalization,,
误报(FP),"left: 您好，我是您的银行客服代表，我刚刚发现您的账户可能遭受了可疑活动。为了您的安全，我们需要立即采取行动。请问您现在方便说话吗？
right: 哦，你好！我刚刚在厨房做饭，不过现在可以听你说。你说我的账户有可疑活动？这是怎么回事？
left: 非常感谢您的配合。我们刚刚收到了几笔从您的账户发起的可疑转账请求，金额较大，而且这些转账看起来非常可疑。为了保护您的资金安全，我们需要尽快核实一些信息。请问您最近有没有进行过大额转账？",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 您好，我是XX投资公司的理财顾问。我们公司最近推出了一款高回报的理财产品，年收益率高达20%，您有兴趣了解一下吗？
right: 哦，20%的收益率确实很高啊。不过我得先问问，这个产品具体是什么类型的？有没有风险？我这个年纪，还是稳妥点比较好。",1,,Relevance,,
误报(FP),"left: 这里是XX快递公司，我们发现您的包裹由于海关检查出现问题，需要您提供身份证信息以便核实身份。请问您方便现在提供吗？
right: 哦，包裹出了问题啊。不过提供身份证信息是不是不太安全？我记得新闻上说这可能是诈骗。要不我先问问家人再决定？",1,,Clarity,,
误报(FP),"left: 您好，这里是华夏银行客服中心，我是您的专属客服代表小张。我们发现您的账户可能存在异常交易，需要进行核实。为了您的资金安全，请问您可以提供一下您的身份证号码吗？
right: 好的，小张，谢谢你的提醒。我的身份证号码是……",1,,Clarity,咨询客服,
误报(FP),"left: 喂，是李先生吗？我是您的邻居小张，您儿子现在在我这里，他刚刚遇到了一点麻烦，您能来接个电话吗？
right: 小张啊，你好。我儿子怎么了？他现在还好吗？我这就过来接电话。",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 你好，我是你儿子的朋友，他现在遇到了一些麻烦，需要你的帮助。
right: 你好，你说你是你儿子的朋友？他遇到了什么麻烦？我有点担心，你能详细说说吗？",1,,Personalization,,
误报(FP),"left: 你听清楚了吗？你儿子现在在我手上，赶紧准备五十万赎金，不然就别想见到他了！
right: 你、你别吓我，我真的没听清楚，你说什么？我儿子怎么了？",1,,Clarity,,
误报(FP),"left: 喂，您是李明的家人吗？我是李明的同事，他现在出事了，情况非常紧急，你们必须马上过来，或者转一笔钱过来救他，不然他会有生命危险。
right: 啊，李明出事了？天哪，他现在在哪儿？你们在哪个医院？我马上过去。需要转多少钱？你给我个账号，我立刻就转。
left: 好的，那我们先这样，如果有什么变动我会再联系您，希望您能尽快处理这件事。再见。
right: 再见。（挂断电话后）这...这不会是骗子吧？不过万一是真的呢？我还是先打个电话问问李明吧。",1,,Clarity,,
误报(FP),"left: 您好，我是XX投资公司的理财顾问，我们公司最近推出了一款收益率高达百分之十五的理财产品，您有兴趣了解一下吗？
right: 您好，我是李老师。百分之十五的收益率听起来确实不错，不过我平时工作比较忙，对投资理财了解不多。这个产品安全吗？有什么风险吗？
left: 李老师，您放心，这款产品是我们公司精心挑选的，风险非常低，而且有我们专业的团队负责运作。收益率虽然高，但我们的风控措施也非常严格。您只需要投入一笔资金，后续的运作就交给我们了。您可以先了解一下，不急着做决定。
right: 谢谢您的介绍，但我对这类高收益的产品还是有些顾虑。您可以给我发一些详细的资料吗？我会抽空研究一下，再考虑是否适合我。另外，我是不是需要先注册或者提供一些个人信息？
left: 李老师，您说得对，了解清楚再做决定是明智的。不过，为了确保信息的安全，我们通常会先通过电话简单介绍一下产品的核心内容。您可以先了解一下，如果感兴趣，我们可以再进一步沟通。这样吧，您方便提供一个手机号码，我先把资料发给您，您看看有没有兴趣。
right: 好的，您可以先发资料给我，但手机号码我暂时不方便提供。我可以提供我的电子邮箱，您看可以吗？这样我也可以更仔细地研究一下。
left: 李老师，电子邮箱也可以，不过我们的资料通常都是通过短信和电话推送的。这样吧，您先提供一个邮箱地址，我马上把资料发给您。不过为了确保您的信息安全，我们可能会需要您提供一个简单的身份验证信息，比如您的姓名和身份证后四位。这是为了防止资料泄露，您理解吧？
right: 我理解您的做法，但身份证信息我还是不太方便提供。这样吧，您先发资料到我的邮箱，我看看内容再决定是否需要进一步沟通。我的邮箱是 lixxxxx@xx.com。谢谢您的理解。
left: 李老师，您的谨慎是值得肯定的。那我这就把资料发到您提供的邮箱，您先看看。如果您对产品感兴趣，我们可以安排一个视频会议详细讲解。另外，我们公司最近在做一个推广活动，您投入的资金量达到一定标准，还可以享受额外的收益补贴。您看您方便先了解一下具体的活动细节吗？
right: 好的，谢谢您的理解。我会先看看资料，如果感兴趣的话，再联系您。至于这个推广活动，您可以先把活动细节发给我，我也会一并了解。再次感谢，希望您的资料能帮助我更好地做出决定。
left: 李老师，您太客气了。我会马上把资料和活动细节发到您的邮箱。如果您有任何疑问，随时可以联系我。为了不耽误您的宝贵时间，您可以先看一下资料，有任何问题我们再进一步沟通。祝您今天愉快！",1,,Factual Authenticity / Truthfulness,咨询客服,投资诈骗
误报(FP),"left: 您好，这里是国家彩票管理中心，恭喜您中得了本期双色球特等奖，奖金高达五百万元！请提供您的姓名和联系电话，以便我们为您办理兑奖手续。
right: 啊，真的吗？我最近确实买了一张彩票。不过这个...五百万元是不是有点太多了？我平时买彩票最多也就中过两百块钱。
left: 是的，您确实中了大奖！这种事情虽然不常见，但确实会发生。我们这边已经核实过您的彩票号码，完全匹配。为了确保您的权益，请提供您的姓名和联系电话，我们会尽快为您处理兑奖事宜。时间有点紧迫，因为我们需要在规定时间内完成兑奖手续。
right: 哦...这样啊。不过我记得彩票中奖好像需要本人拿着彩票去兑奖中心办理的吧？而且我这张彩票好像是上周买的，还在家里放着呢。要不我先去确认一下？
left: 哎呀，您说得对，需要彩票原件。不过由于您是特等奖得主，考虑到奖金数额较大，我们特别安排了上门兑奖服务。您可以先告诉我们您的详细地址，我们的工作人员会带着相关文件直接上门为您办理，这样更方便快捷。奖金已经在账上等着您了，请尽快提供信息。
right: 这样啊，上门服务听起来确实方便。但是我还是有点担心，毕竟这么大的数额，我得和家人商量一下。你们能不能稍微等我一会儿，我打个电话问问家人再说？
left: 好的，我理解您的顾虑。不过请您尽快，因为我们的工作人员已经准备好，随时可以出发。请您在五分钟内给我们回复，否则这次机会可能会被取消。时间宝贵，希望您能理解。
right: 五分钟啊...（犹豫）我突然想起上次在新闻上看到过类似的诈骗案例。你们能提供一下具体的彩票期号和我的中奖号码吗？还有，你们的工号和联系电话是多少？我需要确认一下。
left: 哎呀，您这样说就有点让我们为难了。我们已经核实过您的信息，如果您不信任我们，那我们也没有办法。这次机会就这么错过了，真是太遗憾了。如果您有任何疑问，可以随时联系我们，但这次兑奖机会可能就不再有了。我们只能帮您到这里了。",1,,Relevance,咨询客服,彩票诈骗
误报(FP),"left: 您好，我是您的老朋友李某，您还记得我吧？我有一个非常紧急的事情需要您的帮助，我的手机马上没电了。
right: 哎呀，李老兄，你好你好，好几年没见了。你这是在哪儿呢？出什么急事了？手机怎么快没电了？
left: 好的，那我们改天再聊，希望您一切顺利。再见。
right: 再见。",1,,Personalization,,
误报(FP),"left: 喂，你是李明的家人吗？我是李明的朋友，他现在出事了，你必须马上给我转五万块钱，否则他会有生命危险。
right: 你是谁啊？李明怎么会出事了？你先告诉我具体是怎么回事，我怎么联系不上他？",1,,Personalization,,
误报(FP),"left: 喂，是李先生吗？我是您儿子学校的老师，刚刚接到通知，您的儿子在学校里突然晕倒，现在被送到了医院，情况非常危急，您必须马上过来。
right: 什么？我儿子晕倒了？这怎么可能，他早上还好好的。你们是哪家医院？我马上过去。",1,,Clarity,,
误报(FP),"left: 喂，您好，这里是您的银行客服中心，我是小李。我们发现您的账户有异常交易，需要您立即确认。您现在方便说话吗？
right: 哦，小李啊，你吓我一跳。我这年纪大了，耳朵不太好，你再大声一点。你说我的账户有异常交易？这可怎么办啊？我这人平时也不怎么用银行卡，会不会是有人盗用了？
left: 大爷，您别着急，我理解您的担心。为了确保您的资金安全，我们需要核对一些信息。请您提供一下开户时使用的身份证号码，我们好进行核实。这样我们才能确保是您本人在操作。
right: 好的好的，你等我一下，我这就去拿身份证。我家的身份证放在抽屉里，我去找找。你稍等啊。
left: 好的，大爷，您慢点，我在这儿等着您。这事儿得赶紧处理，不然您的钱可能会被转走。您找到身份证了吗？
right: 找到了，找到了，你稍等，我这眼睛也不太好，我念给你听啊。身份证号码是……",1,,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 你儿子现在在我手上，如果你想他平安无事，就立刻准备五万元现金，不要报警，否则后果自负！
right: 你、你别吓我，我儿子真的在你那儿？我得先确认一下，你能不能让我跟他说两句话？",1,,Personalization,,
误报(FP),"left: 你儿子现在在我们手上，如果你想让他平安回家，就马上准备五十万现金。不要报警，否则后果自负！
right: 你们是谁啊？我儿子怎么会被你们抓走？这到底是怎么回事？我得先确认一下，你们别乱来啊！",1,,Personalization,,
误报(FP),"left: 你儿子现在在我们手上，马上准备两百万赎金，否则后果自负！
right: 什么？你们抓走我儿子了？这怎么可能？你们到底是谁？",1,,Clarity,,
误报(FP),"left: 先生，我是您儿子的同学，现在他出事了，被人绑架了，您必须赶紧汇一笔钱到这个账户，我才能确保他安全。您儿子的生命安全就在您的一念之间。
right: 什么？我儿子出事了？你先别急，你说清楚点，我儿子现在在哪里？你得给我个确凿的证据，否则我怎么知道这是真的？你先给我打个视频电话，让我看看他。",1,,Personalization,,
误报(FP),"left: 喂，先生，我是你儿子的同学，他现在出事了，被坏人绑架了，你必须马上给我准备二十万，不然他们要加害你儿子！
right: 哎呀！我儿子出事了？这...这可怎么办啊！（焦急地）我马上就去准备钱，你...你一定要救救我儿子啊！对了，我儿子现在怎么样了？有没有受伤？
left: 好的，我明白了，我会尽快准备钱的，谢谢你的提醒，再见。
right: 好的，好的，我马上就去准备，你一定要保证我儿子的安全！谢谢，谢谢！",1,,Personalization,,
误报(FP),"left: 您好，这里是某某银行客服，您的账户出现异常，为了保障您的资金安全，请尽快核实相关信息。
right: 哎呀，我的账户出问题了？不会吧，我平时也没干什么啊。您说怎么核实啊？
left: 请您先不要担心，我们怀疑有人试图非法登录您的账户。为了确认您的身份，麻烦您提供一下开户时使用的身份证号码和手机号码。我们核实后会立即采取措施保护您的账户安全。
right: 身份证号码啊...这个我得想想。不过，我记得前几天刚收到银行发的短信说要注意保护个人信息，您这边不会是骗子吧？
left: 先生，您这边的警惕性很高，这是好事。我们确实经常提醒客户注意防范诈骗。不过您遇到的情况需要立即处理，否则账户可能会被冻结。为了证明我的身份，我可以提供工号：00357，您可以直接拨打银行官方热线核实。现在请您先提供证件号码，我们每分钟都在损失资金风险中。
right: 工号是零零三百五十七啊，那我等会儿再打个电话核实一下吧。你说的这么严重，我确实有点担心，但还是想确认一下再给信息。您看这样行不行？
left: 先生，您这样拖延时间是非常危险的。现在您的账户可能正在被非法操作，每多一分钟风险就越大。如果您不配合，我们只能暂时冻结您的账户，等您亲自来银行核实后再解冻。您觉得这样会耽误您多少时间呢？",1,,Personalization,,
误报(FP),"left: 您好，这里是国家税务局，我们发现您的个人信息可能被盗用，这可能会给您带来严重的财务损失。为了确保您的安全，我们需要立即采取行动。您能提供一下您的身份证号码吗？
right: 哦，真的吗？这听起来很严重。不过我之前在电视上看到过类似的诈骗手法，说有人冒充税务局骗人的信息。您能告诉我更多细节吗？比如说，我怎么知道这是真的？",1,,Personalization,,
误报(FP),"left: 您好，这里是国家彩票管理中心，您上周购买的彩票中了一等奖，奖金高达五百万元。请问您现在方便接听吗？
right: 真的吗？太不可思议了！我上周确实买了一张彩票，没想到竟然中了这么大的奖。我该怎么做呢？
left: 好的，那我们下次再联系，祝您一切顺利。再见。
right: 好的，谢谢您，再见。",1,,Personalization,,
误报(FP),"left: 您好，这里是建设银行客服中心，我是客服专员小李。我们监测到您的账户有异常交易，请问您今天是否有进行过大额转账？
right: 啊，真的吗？我今天没有进行过任何转账啊。那怎么办？会不会是有人盗用了我的账户？",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 喂，您好，我是您儿子的朋友，他现在出了点事，被我们带到了一个安全的地方，但我们需要一笔钱才能确保他的安全。您能尽快准备好吗？
right: 啊，天哪，这是真的吗？我儿子怎么会出这种事？你们现在在哪儿？我需要马上过去看看他。
left: 请您冷静一下，我理解您很担心，但您儿子现在是安全的。我们正在一个安全的地方，但我们需要一笔钱才能确保他不会受到任何伤害。您能先准备五十万现金吗？我们会在收到钱后立刻释放他。请您不要报警，这只会让事情变得更复杂。
right: 五十万？这太多了，我怎么可能一下子拿出这么多钱？你们能不能先放了他，让我和他谈谈？我真的很担心他。
left: 我明白您的难处，但请您相信，我们是认真的。如果您不配合，我无法保证他的安全。您可以先准备二十万，剩下的我们可以再商量。时间不多了，您能尽快吗？我们会在收到钱后马上让他和您通话。
right: 二十万也是一大笔钱，我需要时间去筹措。你们能不能先让我和他通个电话，让我知道他真的安全？我真的很担心。
left: 我理解您的担心，但请您相信，您儿子现在是安全的。我们不能冒这个险让他和您通电话，这可能会让事情变得更加危险。请您尽量快一点，我们会在收到钱后马上让他和您联系。时间非常紧迫，您能尽快准备好吗？",1,,Personalization,,
误报(FP),"left: 您好，这里是某某银行客服中心，我是客服代表小张。我们检测到您的账户存在异常交易，为了保障您的资金安全，需要您配合我们进行身份验证。请问您现在方便吗？
right: 你好，我这边还算方便，有什么需要我做的吗？
left: 非常感谢您的配合。首先，请您提供一下您的姓名和身份证号码，我们需要确认您的身份。
right: 好的，我叫李明，身份证号码是三百六十七十四二十五零零一零零三。
left: 好的，感谢您的配合。由于您提供的身份信息与我们系统记录不符，本次验证无法继续进行。我们已经记录了您的情况，稍后会有专员与您联系处理。祝您生活愉快！
right: 好的，谢谢你的帮助，我会等专员联系我。",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 您好，这里是银行客户服务部，我姓李，您的账户近期有异常活动，为了保障您的资金安全，我们需要对您的账户进行核实，请问您现在方便吗？
right: 嗯，我这边还行，你说吧。不过，我的账户应该没问题吧？毕竟我一直用得很小心。
left: 您真是太谨慎了，这是非常好的习惯。不过，我们确实检测到有几笔可疑的转账操作，为了确保您的账户安全，我们需要您配合进行一些简单的核实。您可以告诉我您最近一次的转账金额是多少吗？这样我们可以更快地确认。
right: 哦，这样啊。那我最近确实有一笔转账，是一百五十元，给朋友的。不过，我怎么感觉这事有点蹊跷，你们是真银行工作人员吗？
left: 您可以放心，我们确实是银行工作人员。为了进一步核实，您可以提供一下您的身份证号码吗？这样我们就能更快地确认您的身份，避免任何不必要的麻烦。我们非常重视客户的财产安全，绝对不会让您受到任何损失。
right: 嗯，我还是有点担心。你们能不能先告诉我具体的异常情况，比如转账的时间和对方的账户信息？这样我才能确认是不是我的账户真的有问题。
left: 我理解您的担心。具体的异常交易发生在今天早上九点三十七分，转账金额是一百五十元，对方账户是六二二八四八零零零零零零零零零零零零。为了确保安全，我们还是需要您提供身份证号码进行进一步核实，这样我们才能更准确地处理这个问题。
right: 这个时间确实是我给朋友转账的，不过我还是觉得有点不对劲。你们能不能给我一个银行的客服电话，我直接打过去确认一下？这样我更放心一些。
left: 我理解您的顾虑，但为了您的账户安全，我们建议您尽快配合我们进行核实。我们目前无法提供客服电话，但您可以信任我，我是银行的正式员工。如果您不提供身份证号码，我们无法进一步核实，可能会导致您的账户存在风险。请您理解。
right: 我理解你的意思，但我觉得直接打客服电话更安全一些。你们不提供客服电话，我确实有点不放心。我还是先打客服电话确认一下吧。",1,,Personalization,,
误报(FP),"left: 喂，先生，我是您的邻居小李。您知道您的儿子小刚现在出事了吗？他被坏人抓走了，对方要求我马上联系您，要一笔赎金，不然他们就要对小刚下手了。您现在有空吗？我们需要赶紧想办法。
right: 小李，你说什么？小刚被坏人抓走了？这到底是怎么回事？你等一下，我这就过来你家，我们详细说说。",1,,Personalization,,
误报(FP),"left: 尊敬的客户，您好！我是国际快递公司的客服人员。我们发现您的包裹在清关过程中遇到了一些问题，需要您提供一些信息来协助处理。请问您现在方便接听电话吗？
right: 您好，我刚刚退休，平时时间比较充裕，现在也方便。请问有什么问题需要我协助解决呢？
left: 太好了，感谢您的配合。我们发现您的包裹中可能包含了一些需要特殊处理的物品，为了确保能够顺利送达，我们需要您提供一些个人信息进行核对。请问您可以提供您的全名和联系电话吗？
right: 哦，这样啊。我叫张华，电话是这个号码。不过，我最近没有寄过什么特殊的物品啊，您能告诉我具体是什么吗？
left: 张华先生，感谢您的配合。您的包裹中有一件价值不菲的物品，可能是您之前未曾意识到的。为了确保包裹的安全，我们需要您提供一些额外的信息，包括身份证号码，以便我们进行核实。您可以提供吗？
right: 身份证号码啊，这个信息挺重要的。我需要考虑一下，毕竟涉及隐私。您可以告诉我这个包裹的详细信息吗？比如是从哪里寄来的，寄给谁的？这样我也可以确认一下。
left: 理解您的顾虑，不过为了您的包裹能够顺利送达，这一步是必须的。包裹是从海外寄来的，寄件人信息显示是您的名字，可能是您之前购买的商品或收到的礼物。如果您不提供信息，包裹可能会被退回或销毁。这可是价值不菲的物品啊，您不希望失去它吧？
right: 我明白您的意思，但还是觉得有些不放心。我需要先跟我的家人商量一下，毕竟这种情况以前从来没有遇到过。您能稍等我一会儿吗？
left: 张华先生，我非常理解您的心情，但请您理解，这种情况需要尽快处理，否则包裹可能会被海关扣押。如果您不提供信息，我们真的无法保证包裹的安全。您可以先提供身份证号码，我们可以快速完成核对，这样您就可以放心了。您看行吗？",1,,Relevance,,
误报(FP),"left: 李女士，您好，我是华瑞投资的张经理。最近我们公司推出了一款非常有潜力的投资项目，我想您可能会感兴趣。您现在方便详细了解一下吗？
right: 你好，张经理。谢谢你的来电。不过现在我正在工作，不太方便详细聊。你说的投资项目是怎样的？简单介绍一下吧。
left: 当然可以。这款投资产品是关于新能源领域的，预计年化收益率可以达到百分之十五，而且投资周期只有六个月。我们已经有不少客户获得了不错的收益。您有考虑投资吗？
right: 听起来收益确实不错，但这么高的收益率让我有些怀疑。你们公司的资质和背景可以具体说说吗？我需要了解得更详细一些。
left: 理解您的顾虑，李女士。我们华瑞投资是国内首批获得证监会批准的私募基金管理公司，成立以来已经成功运作了多个项目，口碑非常好。您可以查看我们的官网，上面有详细的公司介绍和过往业绩。不过现在这个项目名额已经不多了，您要是感兴趣的话，我建议您尽快决定。
right: 我理解你们的时间限制，但投资这种事情不能马虎。我可以看一下你们的资料，但你们为什么这么急着让我决定呢？这不像是正规的投资项目应有的做法。",1,,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 您好，这里是某某银行客服中心，我是小张。我们最近发现您的账户有异常活动，为了您的资金安全，需要您立即配合我们进行一些核实。请问您现在方便吗？
right: 您好，小张。我这边现在比较忙，不过如果真的有异常活动，那我得了解一下。您可以告诉我具体是什么情况吗？
left: 当然可以。我们发现有一笔不明转账尝试，金额达到五千块钱，而且这笔转账的地点是在国外。为了防止您的资金被盗用，我们需要确认这确实不是您的正常交易。您可以告诉我您最近是否有进行过这样的转账吗？
right: 我最近确实没有进行过这样的转账，而且我近期也没有出国。这听起来确实有些可疑。你们是怎么发现这个问题的？我可以直接去银行柜台核实吗？
left: 我们是通过系统的异常交易预警发现的。为了您的安全，我们建议您尽快进行核实。不过，如果您现在不方便来银行，我们也可以通过电话进行初步核实。请您提供一下您的身份证号和银行预留的手机号，我们好为您进一步查询。这样可以吗？
right: 我理解你们的担心，但出于安全考虑，我还是想去银行柜台核实。毕竟这种涉及个人信息和资金的事情，我还是希望当面处理。这样可以吗？",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 您好，这里是国家彩票中心，恭喜您中了本期彩票特等奖，奖金高达五百万元！您现在方便听一下领奖的具体流程吗？
right: 您好，五百万元听起来真是个天大的好消息！不过，我之前没买过彩票，你们是怎么确定我中奖的呢？而且，我之前也接到过类似的电话，结果是诈骗，所以我想确认一下您的身份。您能告诉我一些具体的细节吗？比如我中奖的彩票号码或者中奖日期之类的。
left: 哦，您真是太幸运了， sistem 误操作，将您的电话号码列入了自动抽奖名单，所以您才获得了这个中奖机会。至于具体的彩票号码和日期，我会查一下系统，稍等一下。不过，为了确保您的信息安全，我需要先核实您的身份，可以麻烦您提供一下姓名和身份证号吗？这样我就能帮您确认了。
right: 好的，我理解您需要核实身份，但我觉得还是先确认一下中奖的具体信息比较稳妥。您能先告诉我我的中奖号码和日期吗？这样我就能放心一些了。
left: 好的，我明白您的谨慎。让我查一下系统。您的中奖号码是 **123456**，中奖日期是二零二三年十月十日。您可以核对一下，如果有任何疑问，我们可以进一步核实。不过，为了保证您的奖项不被他人冒领，我需要您提供一些基本信息，这样我们才能继续下一步。您看可以吗？
right: 好的，我查了一下，确实没有这张彩票的记录。而且，我最近也没有参加过类似的活动。我怀疑这可能是个误会或者诈骗。为了安全起见，我建议您提供一个官方的联系方式，我直接联系官方核实一下。谢谢您的理解。",1,,Personalization,,
误报(FP),"left: 喂，叔叔，我是小杰的朋友，现在情况很紧急，小杰被坏人抓走了，他们要我们马上准备二十万赎金，不然就要对小杰不利。您能帮忙吗？
right: 小杰？他是谁啊？我怎么不认识他？你先把事情说清楚点，我得确认一下。而且，二十万不是一个小数目，我得谨慎一些。你能不能给我小杰的电话，我直接和他联系？",1,,Personalization,,
误报(FP),"left: 喂，您好，我是您的朋友小王的邻居，刚才接到电话说小王出事了，现在情况很紧急，需要您马上转一笔钱过来处理，不然就麻烦了。
right: 啊，小王出事了？怎么会这样，他平时挺好的啊。你说的这是真的吗？我得赶紧想办法。需要转多少钱？我这就准备。
left: 好的，那我们先这样，如果有任何消息我会再联系您的，再见。
right: 好的，你先忙，我这就准备钱。希望小王没事。再见。",1,,Personalization,,
误报(FP),"left: 您好，这里是顺丰快递的客服中心，您的一个包裹在运输过程中出现了问题，需要您的配合来处理一下。
right: 您好，我是张伟，我的包裹出了什么问题？
left: 张先生，您的包裹在运输途中不幸被误认为含有违禁品，需要您支付一笔处理费用，这样才能顺利放行。请问您能配合我们处理一下吗？
right: 哦，这样啊。那我需要支付多少费用呢？
left: 张先生，根据规定，这类情况需要支付三百元的处理费用。请您尽快处理，否则包裹可能会被退回或者没收。您可以选择通过支付宝或微信转账。
right: 三百元啊，这有点贵。不过，我的包裹里确实没有什么违禁品。那我该怎么支付呢？
left: 张先生，理解您的担忧。您可以通过支付宝或微信扫描我们的官方二维码进行支付。支付成功后，我们会立即处理您的包裹，并在二十四小时内放行。请您尽快办理，以免造成不必要的麻烦。
right: 好的，那我先通过微信支付吧。请把二维码发给我，我会尽快处理的。
left: 张先生，感谢您的配合。请您尽快支付，我们会在收到款项后立即处理。如果有任何问题，您可以随时联系我们的客服。祝您一天愉快。
right: 好的，谢谢。我会尽快处理的。再见。",1,,Personalization,,
误报(FP),"left: 喂，您好，我是您的儿子的朋友，李明。您儿子现在出事了，被一些不法分子绑架了，您必须立刻给我打一笔赎金，不然他们会对您儿子不利。您现在能过来见个面吗？我在您家附近的公园等您。
right: 你等等，你说你是李明？我儿子的朋友？你为什么给我打电话，我儿子的电话呢？你先告诉我他现在怎么样了，我怎么知道你是不是真的？",1,,Personalization,,
误报(FP),"left: 喂，先生，这里说话，您听我讲，您的儿子现在在我们手上，您必须按照我们的要求做，否则您儿子会有危险。
right: 你们是谁？你们到底想干什么？你们别伤害我儿子，我该怎么办？",1,,Clarity,,
误报(FP),"left: 您好，这里是顺丰快递客服中心，您的包裹在运输过程中被发现含有违禁品，需要您支付一笔罚款以便我们处理后续事宜。请问您能提供一下您的姓名和联系方式吗？我们会在系统中进行核实。
right: 您好，我最近确实有一个包裹，但我不记得里面有什么违禁品。这个事情有点奇怪，你们能给我具体说明一下吗？我是医生，平时工作挺忙的，不太有时间处理这些事情。
left: 理解您的情况，医生确实工作非常繁忙。为了不耽误您的时间，我们可以快速解决这个问题。您的包裹中被检测到了一些不符合国际运输规定的物品，为了确保包裹能够顺利送达，我们需要您支付一笔二百元的罚款。您可以提供一下您的姓名和联系方式，我们会立即处理。这样您就可以放心地继续工作，不会受到任何影响。
right: 这样啊，那我需要了解一下具体的违禁品是什么，总不能无缘无故就支付罚款吧。您能告诉我具体是什么东西吗？这样我也好确认一下。
left: 好的，我理解您的担忧。根据我们的检测报告，包裹中含有一些疑似假冒药品，这在国际运输中是严格禁止的。您是否能提供一下您的姓名和联系方式，我们会立即进行核实，并尽快处理这个问题，以减少对您的影响。
right: 假冒药品？这听起来有点严重。不过我确实没有寄过任何假冒药品，这可能是误会。我需要先确认一下这个事情，您能告诉我你们的客服电话或者官方网址吗？我好自己查一下，这样更放心一些。
left: 我明白您的顾虑，但为了您的安全，我们建议您直接通过我们的官方渠道进行核实。不过，为了不耽误您的时间，您可以先提供一下您的姓名和联系方式，我们会立即为您核实，并确保问题得到解决。这样更高效一些，您看可以吗？
right: 我理解你们的建议，但还是希望能通过官方渠道确认一下。如果您能提供一下官方的客服电话或者网址，我会自己联系核实。这样更安全一些，您看可以吗？
left: 我理解您的担忧，但为了您的安全和我们的工作流程，我们建议您直接通过我们现有的渠道进行核实。不过，为了尽快解决您的问题，您可以先提供一下您的姓名和联系方式，我们会立即为您核实，并确保问题得到解决。这样可以吗？如果实在不方便，那您可以通过我们的官方网站进行核实，网址是 www.sfkd.com。请务必在短时间内处理，以免影响您的包裹。
right: 好的，我明白了。那我先去官网核实一下，确认后再和你们联系。谢谢您的理解和帮助。",1,,Personalization,咨询客服,客服诈骗
误报(FP),"left: 喂，您好，我是来自××银行的客服代表，我们最近发现您的账户有异常活动，需要您配合进行一次安全验证。您现在方便吗？
right: 哦，是吗？我最近确实没怎么用这个账户。你说的异常活动是什么意思？我需要怎么做？
left: 您的账户可能被人盗用了，我们怀疑有人尝试进行未经授权的转账。为了保护您的财产安全，我们需要您提供一下账户的详细信息，包括开户证件号码和最近一次转账的日期，以便我们进行核实。您能提供这些信息吗？
right: 这个事情听起来挺严重的。不过，我最近确实没怎么用这个账户，也不记得最近一次转账是什么时候了。你们能不能先告诉我，具体是什么异常活动？这样我也可以确认一下。
left: 好的，我理解您的担忧。根据我们的记录，您的账户在昨天有一笔一千元的转账记录，而该笔交易的地址与您的常用地址不符。为了确保您的账户安全，我们需要您尽快提供相关信息进行核实。您可以告诉我您的开户证件号码吗？这样我们可以立即进行处理。
right: 哦，昨天确实有一笔转账，但我记得那笔钱是我转给亲戚的。你们能不能先不提供证件号码，我明天去银行柜台确认一下，这样更安全一些。
left: 我明白您的顾虑，但为了确保账户安全，我们建议您尽快提供信息，以便我们及时处理。如果您明天去银行柜台，可能需要等待更长的时间。您现在方便提供开户证件号码吗？这是为了您的安全考虑。
right: 我还是觉得不太放心，毕竟涉及个人隐私和财产安全。我明天还是亲自去银行柜台确认一下吧，这样更保险。谢谢你的提醒，我会尽快去处理的。",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 你听到了吗？我是绑匪，你的儿子现在在我手上！不想他有事的话，立刻准备五万块钱现金，不许报警，否则你就永远见不到他了！
right: 你、你说什么？我儿子真的在你手上？你别伤害他，我、我会照你说的办。你给我个账号，我把钱转过去。",1,,Personalization,,
